measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Colombia,Both,55 to 59,Ischemic heart disease,Number,2019,84340.73058057528,98971.86502006388,73251.96202432066
Prevalence,Colombia,Male,60 to 64,Ischemic heart disease,Number,2019,63342.62696302701,74740.62919672801,54009.520788671834
Prevalence,Colombia,Female,60 to 64,Ischemic heart disease,Number,2019,43334.17705079589,52022.285797215445,36719.94285275628
Prevalence,Colombia,Both,60 to 64,Ischemic heart disease,Number,2019,106676.80401382291,126526.45714825904,90785.47459936213
Prevalence,Colombia,Male,65 to 69,Ischemic heart disease,Number,2019,77277.2163239325,89338.59208831548,67024.49679748031
Prevalence,Colombia,Female,65 to 69,Ischemic heart disease,Number,2019,52220.612674188065,60789.4560473328,45081.012180874284
Prevalence,Colombia,Both,65 to 69,Ischemic heart disease,Number,2019,129497.82899812055,149367.78377515808,112615.30513080073
Prevalence,Colombia,Male,70 to 74,Ischemic heart disease,Number,2019,79384.49471329828,92690.79412187614,67551.47604302483
Prevalence,Colombia,Female,70 to 74,Ischemic heart disease,Number,2019,54600.81870209278,63413.30780835135,46377.63022198006
Prevalence,Colombia,Both,70 to 74,Ischemic heart disease,Number,2019,133985.31341539108,155637.22814361908,114713.61405978477
Prevalence,Colombia,Male,75 to 79,Ischemic heart disease,Number,2019,73809.12044137232,85622.35593055724,62541.66447513155
Prevalence,Colombia,Female,75 to 79,Ischemic heart disease,Number,2019,54265.513632666545,63413.45020719506,46336.45708775108
Prevalence,Colombia,Both,75 to 79,Ischemic heart disease,Number,2019,128074.63407403887,149347.47003394106,109099.250413278
Prevalence,Colombia,Male,80 plus,Ischemic heart disease,Number,2019,127191.2366322695,150487.25546539377,109957.96630255433
Prevalence,Colombia,Female,80 plus,Ischemic heart disease,Number,2019,112414.14846345589,133157.91667992933,96737.22993036396
Prevalence,Colombia,Both,80 plus,Ischemic heart disease,Number,2019,239605.38509572533,283638.0745678294,207723.50429632305
Prevalence,Colombia,Male,All Ages,Ischemic heart disease,Number,2019,549673.9536613325,614931.4404848141,491371.7295815955
Prevalence,Colombia,Female,All Ages,Ischemic heart disease,Number,2019,408513.5564544435,456138.39858479996,366270.485267274
Prevalence,Colombia,Both,All Ages,Ischemic heart disease,Number,2019,958187.5101157763,1069505.117374672,860204.51973654
Prevalence,Colombia,Male,5-14 years,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Female,5-14 years,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Both,5-14 years,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Male,15-49 years,Ischemic heart disease,Number,2019,44739.96915985713,52479.432465518774,38439.70919212315
Prevalence,Colombia,Female,15-49 years,Ischemic heart disease,Number,2019,34261.66994729626,40484.47667929392,29525.668726417713
Prevalence,Colombia,Both,15-49 years,Ischemic heart disease,Number,2019,79001.63910715337,92791.41301892635,68255.87175855244
Prevalence,Colombia,Male,50-69 years,Ischemic heart disease,Number,2019,224549.13271453528,259980.9504868962,195332.5246120327
Prevalence,Colombia,Female,50-69 years,Ischemic heart disease,Number,2019,152971.40570893208,177600.67442888406,133712.49625801123
Prevalence,Colombia,Both,50-69 years,Ischemic heart disease,Number,2019,377520.5384234673,437609.7512089189,330237.3458862035
Prevalence,Colombia,Male,70+ years,Ischemic heart disease,Number,2019,280384.8517869401,321951.3807482751,244015.1483749674
Prevalence,Colombia,Female,70+ years,Ischemic heart disease,Number,2019,221280.4807982152,253907.59497690306,193458.23626543002
Prevalence,Colombia,Both,70+ years,Ischemic heart disease,Number,2019,501665.33258515527,576306.1016569939,436675.74547981884
Prevalence,Colombia,Male,<1 year,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Female,<1 year,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Both,<1 year,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Male,80 to 84,Ischemic heart disease,Number,2019,62016.425458942664,75000.25545274667,52006.19183697658
Prevalence,Colombia,Female,80 to 84,Ischemic heart disease,Number,2019,50729.40654257473,61801.74506360584,42625.11307170665
Prevalence,Colombia,Both,80 to 84,Ischemic heart disease,Number,2019,112745.83200151738,136807.16335501603,95336.36700332742
Prevalence,Colombia,Male,85 to 89,Ischemic heart disease,Number,2019,39083.07770162802,47053.80759487593,33262.33371907365
Prevalence,Colombia,Female,85 to 89,Ischemic heart disease,Number,2019,35357.25753048782,42673.850587843044,29665.483035816203
Prevalence,Colombia,Both,85 to 89,Ischemic heart disease,Number,2019,74440.33523211583,89456.62279966708,62914.76270226984
Prevalence,Colombia,Male,90 to 94,Ischemic heart disease,Number,2019,18531.99263802561,22732.966588172625,15301.283623083527
Prevalence,Colombia,Female,90 to 94,Ischemic heart disease,Number,2019,18463.431462620312,22762.87325235401,15123.135481380812
Prevalence,Colombia,Both,90 to 94,Ischemic heart disease,Number,2019,36995.42410064592,45375.93697274687,30569.918437925277
Prevalence,Colombia,Male,20 plus,Ischemic heart disease,Number,2019,549443.6473189946,614640.0610581368,491104.8005386317
Prevalence,Colombia,Female,20 plus,Ischemic heart disease,Number,2019,408278.34676040563,455789.0345193114,366113.44184694364
Prevalence,Colombia,Both,20 plus,Ischemic heart disease,Number,2019,957721.9940794003,1069031.8156323894,859768.4798912394
Prevalence,Colombia,Male,0 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Female,0 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Both,0 to 14,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Male,50 to 74 years,Ischemic heart disease,Number,2019,303933.62742783356,348703.4741145707,266574.583235299
Prevalence,Colombia,Female,50 to 74 years,Ischemic heart disease,Number,2019,207572.22441102486,238548.54387461956,181845.18178555212
Prevalence,Colombia,Both,50 to 74 years,Ischemic heart disease,Number,2019,511505.85183885833,586135.4720375238,449450.598476066
Prevalence,Colombia,Male,Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Female,Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Both,Neonatal,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Male,25 plus,Ischemic heart disease,Number,2019,548810.2090000141,613884.0410306271,490458.014384823
Prevalence,Colombia,Female,25 plus,Ischemic heart disease,Number,2019,407653.6915315913,455164.8446602769,365652.3406365003
Prevalence,Colombia,Both,25 plus,Ischemic heart disease,Number,2019,956463.9005316052,1067949.0713963956,858574.4688910388
Prevalence,Colombia,Male,<20 years,Ischemic heart disease,Number,2019,230.30634233778267,328.25919327438174,153.2455227165926
Prevalence,Colombia,Female,<20 years,Ischemic heart disease,Number,2019,235.20969403783792,329.96329102251417,156.13503678822914
Prevalence,Colombia,Both,<20 years,Ischemic heart disease,Number,2019,465.5160363756206,655.1567069559053,316.34623101994123
Prevalence,Colombia,Male,10 to 24,Ischemic heart disease,Number,2019,863.7446613184235,1143.237146361532,644.8647439591055
Prevalence,Colombia,Female,10 to 24,Ischemic heart disease,Number,2019,859.8649228522736,1144.1408312514748,629.4822767255341
Prevalence,Colombia,Both,10 to 24,Ischemic heart disease,Number,2019,1723.6095841706967,2266.2806739129787,1289.2085556720353
Prevalence,Colombia,Male,85 plus,Ischemic heart disease,Number,2019,65174.811173326845,77034.7048268369,55642.29348668295
Prevalence,Colombia,Female,85 plus,Ischemic heart disease,Number,2019,61684.74192088115,73500.47306262692,52147.79412770537
Prevalence,Colombia,Both,85 plus,Ischemic heart disease,Number,2019,126859.55309420798,150562.2132171525,108425.6711890292
Prevalence,Colombia,Male,10 to 54,Ischemic heart disease,Number,2019,78495.77229407463,91519.81460291786,68203.46152801685
Prevalence,Colombia,Female,10 to 54,Ischemic heart disease,Number,2019,57511.04164402739,67280.35435502579,49796.797996792724
Prevalence,Colombia,Both,10 to 54,Ischemic heart disease,Number,2019,136006.81393810204,157644.58574121652,119155.70883636874
Prevalence,Colombia,Male,0 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Female,0 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Both,0 to 9,Ischemic heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Colombia,Male,5 to 19,Ischemic heart disease,Number,2019,230.30634233778267,328.2591932743818,153.24552271659257
Prevalence,Colombia,Female,5 to 19,Ischemic heart disease,Number,2019,235.20969403783798,329.9632910225142,156.13503678822917
Prevalence,Colombia,Both,5 to 19,Ischemic heart disease,Number,2019,465.5160363756206,655.1567069559054,316.3462310199413
Prevalence,Colombia,Male,15 to 39,Ischemic heart disease,Number,2019,13445.081306859895,16215.2863374453,11236.728031501589
Prevalence,Colombia,Female,15 to 39,Ischemic heart disease,Number,2019,11573.839613396733,13671.74274896115,9899.602143836031
Prevalence,Colombia,Both,15 to 39,Ischemic heart disease,Number,2019,25018.920920256624,29731.472528613816,21310.230225926185
Prevalence,Colombia,Male,25 to 49,Ischemic heart disease,Number,2019,43876.2244985387,51477.02956107317,37649.415922700005
Prevalence,Colombia,Female,25 to 49,Ischemic heart disease,Number,2019,33401.80502444398,39414.07532042993,28748.722002643073
Prevalence,Colombia,Both,25 to 49,Ischemic heart disease,Number,2019,77278.02952298269,90940.61788277056,66696.46412080017
Prevalence,Colombia,Male,55 plus,Ischemic heart disease,Number,2019,471178.18136725784,533002.9935839056,416541.30624914746
Prevalence,Colombia,Female,55 plus,Ischemic heart disease,Number,2019,351002.5148104161,395702.7918240386,310194.45557121217
Prevalence,Colombia,Both,55 plus,Ischemic heart disease,Number,2019,822180.6961776743,928651.3888137254,730762.6819398782
Prevalence,Colombia,Male,60 to 79,Ischemic heart disease,Number,2019,293813.45844163006,336831.3272074163,255967.79366740386
Prevalence,Colombia,Female,60 to 79,Ischemic heart disease,Number,2019,204421.1220597433,234108.80730912276,177533.53072540218
Prevalence,Colombia,Both,60 to 79,Ischemic heart disease,Number,2019,498234.5805013734,569789.1842422836,435909.0089486544
Prevalence,Colombia,Male,65 to 74,Ischemic heart disease,Number,2019,156661.71103723077,181850.3106478913,134907.41595718326
Prevalence,Colombia,Female,65 to 74,Ischemic heart disease,Number,2019,106821.43137628085,123361.46619803763,91916.47385223416
Prevalence,Colombia,Both,65 to 74,Ischemic heart disease,Number,2019,263483.14241351164,304087.53477028565,228669.20601765785
Prevalence,Colombia,Male,75 plus,Ischemic heart disease,Number,2019,201000.35707364185,235400.33723428313,174012.09684532683
Prevalence,Colombia,Female,75 plus,Ischemic heart disease,Number,2019,166679.66209612245,195752.6863951899,145126.99494843074
Prevalence,Colombia,Both,75 plus,Ischemic heart disease,Number,2019,367680.01916976424,430312.27976066724,319754.20101257716
Prevalence,Colombia,Male,95 plus,Ischemic heart disease,Number,2019,7559.740833673205,9464.937991746609,6093.415787796975
Prevalence,Colombia,Female,95 plus,Ischemic heart disease,Number,2019,7864.0529277730175,9903.819103329255,6354.977327079302
Prevalence,Colombia,Both,95 plus,Ischemic heart disease,Number,2019,15423.793761446223,19236.250626841942,12456.457045090436
Prevalence,Colombia,Male,75 to 84,Ischemic heart disease,Number,2019,135825.545900315,159999.6190962704,114996.19254554171
Prevalence,Colombia,Female,75 to 84,Ischemic heart disease,Number,2019,104994.92017524128,125391.94248012464,89563.8743455265
Prevalence,Colombia,Both,75 to 84,Ischemic heart disease,Number,2019,240820.46607555627,284110.3019079508,204682.58690789237
Prevalence,Colombia,Male,20 to 54 years,Ischemic heart disease,Number,2019,78265.46595173684,91324.3155580882,68003.95850614927
Prevalence,Colombia,Female,20 to 54 years,Ischemic heart disease,Number,2019,57275.83194998956,67057.43647599878,49546.63250394694
Prevalence,Colombia,Both,20 to 54 years,Ischemic heart disease,Number,2019,135541.29790172642,157150.61729814258,118732.72532250606
Prevalence,Colombia,Male,55 to 89 years,Ischemic heart disease,Number,2019,445086.4478955591,504848.4824280671,392743.99414597376
Prevalence,Colombia,Female,55 to 89 years,Ischemic heart disease,Number,2019,324675.03042002284,367871.01403411105,284618.4571631263
Prevalence,Colombia,Both,55 to 89 years,Ischemic heart disease,Number,2019,769761.4783155818,871658.0050124931,679845.9592447509
Prevalence,Colombia,Male,60 to 89 years,Ischemic heart disease,Number,2019,394912.96160220075,449111.6455510985,345574.2234162662
Prevalence,Colombia,Female,60 to 89 years,Ischemic heart disease,Number,2019,290507.7861328058,330647.2737570071,253138.7967638837
Prevalence,Colombia,Both,60 to 89 years,Ischemic heart disease,Number,2019,685420.7477350066,780356.2923303735,601046.4195069975
Prevalence,Colombia,Male,65 to 89 years,Ischemic heart disease,Number,2019,331570.3346391738,379551.11799480027,287888.4445105595
Prevalence,Colombia,Female,65 to 89 years,Ischemic heart disease,Number,2019,247173.60908200993,282890.58107787155,214957.35727011194
Prevalence,Colombia,Both,65 to 89 years,Ischemic heart disease,Number,2019,578743.9437211837,662556.4685206448,504149.36581695336
Prevalence,Colombia,Male,70 to 89 years,Ischemic heart disease,Number,2019,254293.11831524127,293416.5703669305,219074.6284092207
Prevalence,Colombia,Female,70 to 89 years,Ischemic heart disease,Number,2019,194952.99640782183,226094.87431453934,169117.32188561236
Prevalence,Colombia,Both,70 to 89 years,Ischemic heart disease,Number,2019,449246.1147230632,517505.86949387926,387842.4904866903
Prevalence,Colombia,Male,75 to 94 years,Ischemic heart disease,Number,2019,193440.6162399686,226516.7687475825,166611.4571763461
Prevalence,Colombia,Female,75 to 94 years,Ischemic heart disease,Number,2019,158815.6091683494,186913.70913520333,137124.6503800609
Prevalence,Colombia,Both,75 to 94 years,Ischemic heart disease,Number,2019,352256.22540831805,412876.17627874605,304880.9125961375
Prevalence,Colombia,Male,<70 years,Ischemic heart disease,Number,2019,269289.10187439236,306946.14682118595,237881.91302161757
Prevalence,Colombia,Female,<70 years,Ischemic heart disease,Number,2019,187233.07565622832,215346.9905764519,165266.6792698207
Prevalence,Colombia,Both,<70 years,Ischemic heart disease,Number,2019,456522.1775306209,523288.8803104849,405568.1508315288
Prevalence,Global,Male,Under 5,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Under 5,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,Under 5,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,Early Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Early Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,Early Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,Late Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Late Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,Late Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,Post Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Post Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,Post Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,1 to 4,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,1 to 4,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,1 to 4,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,5 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,5 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,5 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,10 to 14,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,10 to 14,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,10 to 14,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,15 to 19,Hypertensive heart disease,Number,2019,710.7800210119104,1368.5514852378521,287.48530106053323
Prevalence,Global,Female,15 to 19,Hypertensive heart disease,Number,2019,571.499452972644,1125.1465687097968,225.55346118710844
Prevalence,Global,Both,15 to 19,Hypertensive heart disease,Number,2019,1282.2794739845544,2488.143523056882,509.36699306218895
Prevalence,Global,Male,20 to 24,Hypertensive heart disease,Number,2019,5889.144309839963,10079.042554448164,3088.048595049508
Prevalence,Global,Female,20 to 24,Hypertensive heart disease,Number,2019,4550.353483547684,7934.951032551803,2298.234420902663
Prevalence,Global,Both,20 to 24,Hypertensive heart disease,Number,2019,10439.497793387645,18012.60499078002,5369.489273531076
Prevalence,Global,Male,25 to 29,Hypertensive heart disease,Number,2019,23708.24367226425,40686.317498800105,12022.268499066335
Prevalence,Global,Female,25 to 29,Hypertensive heart disease,Number,2019,17624.319744187316,31227.712512931517,8515.566568194728
Prevalence,Global,Both,25 to 29,Hypertensive heart disease,Number,2019,41332.563416451565,72088.8528879183,20419.765589258124
Prevalence,Global,Male,30 to 34,Hypertensive heart disease,Number,2019,50193.88794085193,82506.54930633285,27851.804656351673
Prevalence,Global,Female,30 to 34,Hypertensive heart disease,Number,2019,37156.14934539366,61958.85827670654,20246.99854138145
Prevalence,Global,Both,30 to 34,Hypertensive heart disease,Number,2019,87350.03728624557,144412.06755496268,47942.10463985828
Prevalence,Global,Male,35 to 39,Hypertensive heart disease,Number,2019,78539.4711254302,136810.20485023683,41144.127587431765
Prevalence,Global,Female,35 to 39,Hypertensive heart disease,Number,2019,59152.91219862248,103979.85344332823,29763.390955191117
Prevalence,Global,Both,35 to 39,Hypertensive heart disease,Number,2019,137692.3833240527,239835.85874305083,70912.45782627091
Prevalence,Global,Male,40 to 44,Hypertensive heart disease,Number,2019,141699.42242561444,243423.77009800202,75055.09493245515
Prevalence,Global,Female,40 to 44,Hypertensive heart disease,Number,2019,106670.9763505479,184547.35663642414,55523.882193843645
Prevalence,Global,Both,40 to 44,Hypertensive heart disease,Number,2019,248370.39877616233,428098.0575640403,131644.93556029216
Prevalence,Global,Male,45 to 49,Hypertensive heart disease,Number,2019,334705.90966096293,513193.3249631898,195081.23374323844
Prevalence,Global,Female,45 to 49,Hypertensive heart disease,Number,2019,259479.63658718558,401343.74019762984,150870.96456289612
Prevalence,Global,Both,45 to 49,Hypertensive heart disease,Number,2019,594185.5462481485,911849.9421302814,345270.2711669877
Prevalence,Global,Male,50 to 54,Hypertensive heart disease,Number,2019,540764.1009401934,847229.3336306827,309238.3304887829
Prevalence,Global,Female,50 to 54,Hypertensive heart disease,Number,2019,437208.93590763427,683780.3785495486,254490.51370351788
Prevalence,Global,Both,50 to 54,Hypertensive heart disease,Number,2019,977973.0368478277,1541121.4267167458,562853.2838030395
Prevalence,Global,Male,55 to 59,Hypertensive heart disease,Number,2019,576428.0297210253,972083.2669135334,304903.7562948672
Prevalence,Global,Female,55 to 59,Hypertensive heart disease,Number,2019,475388.53758668934,811492.559893273,251288.46740354228
Prevalence,Global,Both,55 to 59,Hypertensive heart disease,Number,2019,1051816.5673077146,1769720.8827278912,556804.9343680888
Prevalence,Global,Male,60 to 64,Hypertensive heart disease,Number,2019,769716.1174982381,1245447.273506846,418987.80310649326
Prevalence,Global,Female,60 to 64,Hypertensive heart disease,Number,2019,658428.9566453293,1069903.642666692,361630.4574530986
Prevalence,Global,Both,60 to 64,Hypertensive heart disease,Number,2019,1428145.0741435674,2323690.5586843453,783382.5857951002
Prevalence,Global,Male,65 to 69,Hypertensive heart disease,Number,2019,1391520.5840734963,2231957.7390677477,842388.4543554317
Prevalence,Global,Female,65 to 69,Hypertensive heart disease,Number,2019,1305395.8913953735,2082699.895987465,789864.0444625057
Prevalence,Global,Both,65 to 69,Hypertensive heart disease,Number,2019,2696916.47546887,4313505.220603716,1636550.2657687566
Prevalence,Global,Male,70 to 74,Hypertensive heart disease,Number,2019,1585258.8779005911,2451570.4635474593,933265.5537124196
Prevalence,Global,Female,70 to 74,Hypertensive heart disease,Number,2019,1594565.6449351653,2483362.3218978522,937924.7867840729
Prevalence,Global,Both,70 to 74,Hypertensive heart disease,Number,2019,3179824.522835756,4929717.429427534,1873320.5103696906
Prevalence,Global,Male,75 to 79,Hypertensive heart disease,Number,2019,1326794.3954221616,2219981.528633832,730542.3211455846
Prevalence,Global,Female,75 to 79,Hypertensive heart disease,Number,2019,1496474.2134974366,2488528.838682859,821376.7433009634
Prevalence,Global,Both,75 to 79,Hypertensive heart disease,Number,2019,2823268.608919598,4698495.454890413,1548207.273274971
Prevalence,Global,Male,80 plus,Hypertensive heart disease,Number,2019,1913506.4522325718,2956648.8042216236,1191870.698621971
Prevalence,Global,Female,80 plus,Hypertensive heart disease,Number,2019,3405921.1324361935,5103892.53777826,2195292.239131616
Prevalence,Global,Both,80 plus,Hypertensive heart disease,Number,2019,5319427.584668765,8028311.950562762,3382345.270488506
Prevalence,Global,Male,All Ages,Hypertensive heart disease,Number,2019,8739435.416944252,11884095.070268072,6308287.195054542
Prevalence,Global,Female,All Ages,Hypertensive heart disease,Number,2019,9858589.159566278,13274599.734226765,7152615.199076105
Prevalence,Global,Both,All Ages,Hypertensive heart disease,Number,2019,18598024.576510534,24898411.51854849,13544364.945165407
Prevalence,Global,Male,5-14 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,5-14 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,5-14 years,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,15-49 years,Hypertensive heart disease,Number,2019,635446.8591559756,950572.6170104365,399295.2650356346
Prevalence,Global,Female,15-49 years,Hypertensive heart disease,Number,2019,485205.84716245736,729910.1382539576,302101.3787920184
Prevalence,Global,Both,15-49 years,Hypertensive heart disease,Number,2019,1120652.706318433,1675415.167657785,701719.9587458093
Prevalence,Global,Male,50-69 years,Hypertensive heart disease,Number,2019,3278428.832232953,4936664.705738498,2057305.8838989472
Prevalence,Global,Female,50-69 years,Hypertensive heart disease,Number,2019,2876422.3215350267,4326046.0336187035,1812925.5458454087
Prevalence,Global,Both,50-69 years,Hypertensive heart disease,Number,2019,6154851.153767978,9192945.037694078,3862770.367013253
Prevalence,Global,Male,70+ years,Hypertensive heart disease,Number,2019,4825559.725555325,7178317.683662499,3114850.8277746597
Prevalence,Global,Female,70+ years,Hypertensive heart disease,Number,2019,6496960.990868796,9471511.839195453,4323738.233829159
Prevalence,Global,Both,70+ years,Hypertensive heart disease,Number,2019,11322520.716424122,16541445.579700066,7418993.451166357
Prevalence,Global,Male,<1 year,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,<1 year,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,<1 year,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,80 to 84,Hypertensive heart disease,Number,2019,1027469.3554327567,1742629.0941019517,540268.8352316057
Prevalence,Global,Female,80 to 84,Hypertensive heart disease,Number,2019,1415686.7002060455,2356122.0544123678,747983.7178547279
Prevalence,Global,Both,80 to 84,Hypertensive heart disease,Number,2019,2443156.0556388022,4093270.01003391,1296220.7377432021
Prevalence,Global,Male,85 to 89,Hypertensive heart disease,Number,2019,613886.3170941115,966894.2410628799,360412.77858983795
Prevalence,Global,Female,85 to 89,Hypertensive heart disease,Number,2019,1160576.5221256185,1796087.2003807523,684880.8443290964
Prevalence,Global,Both,85 to 89,Hypertensive heart disease,Number,2019,1774462.8392197299,2755814.83246355,1045949.5758864301
Prevalence,Global,Male,90 to 94,Hypertensive heart disease,Number,2019,215953.18437493415,357430.77136412205,118525.76268100984
Prevalence,Global,Female,90 to 94,Hypertensive heart disease,Number,2019,620590.4950982315,1001535.8889667096,341043.09767001425
Prevalence,Global,Both,90 to 94,Hypertensive heart disease,Number,2019,836543.6794731655,1354818.0582340797,460180.34663843724
Prevalence,Global,Male,20 plus,Hypertensive heart disease,Number,2019,8738724.63692324,11883088.938222513,6307658.648349544
Prevalence,Global,Female,20 plus,Hypertensive heart disease,Number,2019,9858017.660113307,13273593.5352431,7152128.369615759
Prevalence,Global,Both,20 plus,Hypertensive heart disease,Number,2019,18596742.29703655,24896981.872375812,13542916.064435923
Prevalence,Global,Male,0 to 14,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,0 to 14,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,0 to 14,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,50 to 74 years,Hypertensive heart disease,Number,2019,4863687.710133545,7199304.75891988,3192056.0265688
Prevalence,Global,Female,50 to 74 years,Hypertensive heart disease,Number,2019,4470987.966470192,6558606.103778638,2958151.9766647727
Prevalence,Global,Both,50 to 74 years,Hypertensive heart disease,Number,2019,9334675.676603733,13761936.561422318,6143442.113368681
Prevalence,Global,Male,Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,Neonatal,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,25 plus,Hypertensive heart disease,Number,2019,8732835.4926134,11874606.11821064,6304695.151134442
Prevalence,Global,Female,25 plus,Hypertensive heart disease,Number,2019,9853467.306629758,13270814.065428732,7148532.760497995
Prevalence,Global,Both,25 plus,Hypertensive heart disease,Number,2019,18586302.79924316,24884112.27549008,13532061.919826085
Prevalence,Global,Male,<20 years,Hypertensive heart disease,Number,2019,710.7800210119104,1368.5514852378521,287.48530106053323
Prevalence,Global,Female,<20 years,Hypertensive heart disease,Number,2019,571.499452972644,1125.1465687097968,225.55346118710847
Prevalence,Global,Both,<20 years,Hypertensive heart disease,Number,2019,1282.2794739845544,2488.143523056882,509.366993062189
Prevalence,Global,Male,10 to 24,Hypertensive heart disease,Number,2019,6599.9243308518735,11115.484732733563,3528.1659870369194
Prevalence,Global,Female,10 to 24,Hypertensive heart disease,Number,2019,5121.852936520328,8667.405157463983,2690.509434413424
Prevalence,Global,Both,10 to 24,Hypertensive heart disease,Number,2019,11721.7772673722,19875.585546735518,6275.812361832394
Prevalence,Global,Male,85 plus,Hypertensive heart disease,Number,2019,886037.0967998152,1388274.8161638654,531087.455914115
Prevalence,Global,Female,85 plus,Hypertensive heart disease,Number,2019,1990234.4322301475,3108901.2510926644,1192047.4554095247
Prevalence,Global,Both,85 plus,Hypertensive heart disease,Number,2019,2876271.529029963,4526906.552075946,1715783.7697044732
Prevalence,Global,Male,10 to 54,Hypertensive heart disease,Number,2019,1176210.960096169,1722383.5304620543,759934.4768948524
Prevalence,Global,Female,10 to 54,Hypertensive heart disease,Number,2019,922414.7830700915,1361751.1725144938,595382.2257917413
Prevalence,Global,Both,10 to 54,Hypertensive heart disease,Number,2019,2098625.743166261,3080703.548790231,1353224.1266110698
Prevalence,Global,Male,0 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Female,0 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Both,0 to 9,Hypertensive heart disease,Number,2019,0.0,0.0,0.0
Prevalence,Global,Male,5 to 19,Hypertensive heart disease,Number,2019,710.7800210119104,1368.5514852378524,287.48530106053323
Prevalence,Global,Female,5 to 19,Hypertensive heart disease,Number,2019,571.499452972644,1125.1465687097968,225.55346118710847
Prevalence,Global,Both,5 to 19,Hypertensive heart disease,Number,2019,1282.279473984555,2488.1435230568827,509.3669930621891
