"location","sex","age","cause","metric","year","measure","lower","upper","val"
"Global","Female","30 to 34","Hypertensive heart disease","Number",2019,"Prevalence",20246.9985413815,61958.8582767065,37156.1493453937
"Global","Female","35 to 39","Hypertensive heart disease","Number",2019,"Incidence",2657.92643825587,9285.59524447565,5282.46561251196
"Global","Female","35 to 39","Hypertensive heart disease","Number",2019,"Prevalence",29763.3909551911,103979.853443328,59152.9121986225
"Global","Female","40 to 44","Hypertensive heart disease","Number",2019,"Incidence",4932.84497541925,16395.5304445882,9476.8479602496
"Global","Female","40 to 44","Hypertensive heart disease","Number",2019,"Prevalence",55523.8821938436,184547.356636424,106670.976350548
"Global","Female","45 to 49","Hypertensive heart disease","Number",2019,"Incidence",13299.2119929094,35378.2816884574,22873.0206956252
"Global","Female","45 to 49","Hypertensive heart disease","Number",2019,"Prevalence",150870.964562896,401343.74019763,259479.636587186
"Global","Female","5-14 years","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","5-14 years","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","5 to 19","Hypertensive heart disease","Number",2019,"Incidence",66.6717419290693,332.584041346934,168.930522460873
"Global","Female","5 to 19","Hypertensive heart disease","Number",2019,"Prevalence",225.553461187108,1125.1465687098,571.499452972644
"Global","Female","5 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","5 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","50-69 years","Hypertensive heart disease","Number",2019,"Incidence",169564.472936606,404618.776138423,269034.233651737
"Global","Female","50-69 years","Hypertensive heart disease","Number",2019,"Prevalence",1812925.54584541,4326046.0336187,2876422.32153503
"Global","Female","50 to 54","Hypertensive heart disease","Number",2019,"Incidence",23592.9471456675,63390.9456804285,40532.1485912022
"Global","Female","50 to 54","Hypertensive heart disease","Number",2019,"Prevalence",254490.513703518,683780.378549549,437208.935907634
"Global","Female","50 to 74 years","Hypertensive heart disease","Number",2019,"Incidence",275296.438443435,610367.863371018,416086.486834406
"Global","Female","50 to 74 years","Hypertensive heart disease","Number",2019,"Prevalence",2958151.97666477,6558606.10377864,4470987.96647019
"Global","Female","55 plus","Hypertensive heart disease","Number",2019,"Incidence",661958.821427063,1297240.42410075,934607.879020995
"Global","Female","55 plus","Hypertensive heart disease","Number",2019,"Prevalence",6329263.41743291,12403454.8586806,8936174.37649619
"Global","Female","55 to 59","Hypertensive heart disease","Number",2019,"Incidence",23692.0829905567,76509.4764350483,44820.7782937215
"Global","Female","55 to 59","Hypertensive heart disease","Number",2019,"Prevalence",251288.467403542,811492.559893273,475388.537586689
"Global","Female","55 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",559611.487897142,1153392.64107003,811628.704719903
"Global","Female","55 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",5589378.14180154,11520041.5937432,8106516.46639166
"Global","Female","60 to 64","Hypertensive heart disease","Number",2019,"Incidence",35145.7359308981,103980.597103181,63990.6561037237
"Global","Female","60 to 64","Hypertensive heart disease","Number",2019,"Prevalence",361630.457453099,1069903.64266669,658428.956645329
"Global","Female","60 to 79","Hypertensive heart disease","Number",2019,"Incidence",306599.853534665,709683.145735176,471159.458135156
"Global","Female","60 to 79","Hypertensive heart disease","Number",2019,"Prevalence",3289376.3499441,7613881.50914849,5054864.7064733
"Global","Female","60 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",526230.847884065,1099026.665957,769043.063531161
"Global","Female","60 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",5221729.5893003,10905518.146899,7631127.92880497
"Global","Female","65 to 69","Hypertensive heart disease","Number",2019,"Incidence",71649.6847492206,188924.653579189,118414.307813003
"Global","Female","65 to 69","Hypertensive heart disease","Number",2019,"Prevalence",789864.044462506,2082699.89598747,1305395.89139537
"Global","Female","65 to 74","Hypertensive heart disease","Number",2019,"Incidence",160603.31700816,410932.466759682,264648.866243925
"Global","Female","65 to 74","Hypertensive heart disease","Number",2019,"Prevalence",1759854.28745986,4502903.65700692,2899961.53633054
"Global","Female","65 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",465342.376043295,1035760.96801115,707107.965730578
"Global","Female","65 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",4588680.17953527,10213503.1523689,6972698.97215964
"Global","Female","70 to 74","Hypertensive heart disease","Number",2019,"Incidence",86105.4560959944,227983.147893766,146387.859737579
"Global","Female","70 to 74","Hypertensive heart disease","Number",2019,"Prevalence",937924.786784073,2483362.32189785,1594565.64493517
"Global","Female","70 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",377113.678372672,885926.008859934,593484.486061677
"Global","Female","70 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",3601134.58975519,8459886.1760631,5667303.08076427
"Global","Female","70+ years","Hypertensive heart disease","Number",2019,"Incidence",483354.213608113,1058828.01157919,726300.553075539
"Global","Female","70+ years","Hypertensive heart disease","Number",2019,"Prevalence",4323738.23382916,9471511.83919545,6496960.9908688
"Global","Female","75 plus","Hypertensive heart disease","Number",2019,"Incidence",373488.073281038,890199.965150406,587644.087733794
"Global","Female","75 plus","Hypertensive heart disease","Number",2019,"Prevalence",3115808.07232443,7426454.64695051,4902395.34593363
"Global","Female","75 to 79","Hypertensive heart disease","Number",2019,"Incidence",77379.3802599516,234436.658776617,140978.239473967
"Global","Female","75 to 79","Hypertensive heart disease","Number",2019,"Prevalence",821376.743300963,2488528.83868286,1496474.21349744
"Global","Female","75 to 84","Hypertensive heart disease","Number",2019,"Incidence",161209.249849365,492938.756335258,297902.695900629
"Global","Female","75 to 84","Hypertensive heart disease","Number",2019,"Prevalence",1575908.11630446,4818744.5055146,2912160.91370348
"Global","Female","75 to 94 years","Hypertensive heart disease","Number",2019,"Incidence",342699.098199026,837157.606119068,549173.433032727
"Global","Female","75 to 94 years","Hypertensive heart disease","Number",2019,"Prevalence",2928763.7615661,7154488.79908352,4693327.93092733
"Global","Female","80 plus","Hypertensive heart disease","Number",2019,"Incidence",297374.915229578,691374.744422667,461367.051722228
"Global","Female","80 plus","Hypertensive heart disease","Number",2019,"Prevalence",2195292.23913162,5103892.53777826,3405921.13243619
"Global","Female","80 to 84","Hypertensive heart disease","Number",2019,"Incidence",83519.9191342249,263084.768769129,158075.685203044
"Global","Female","80 to 84","Hypertensive heart disease","Number",2019,"Prevalence",747983.717854728,2356122.05441237,1415686.70020605
"Global","Female","85 plus","Hypertensive heart disease","Number",2019,"Incidence",192814.982652654,502868.185388063,321922.601137834
"Global","Female","85 plus","Hypertensive heart disease","Number",2019,"Prevalence",1192047.45540952,3108901.25109266,1990234.43223015
"Global","Female","85 to 89","Hypertensive heart disease","Number",2019,"Incidence",96671.1977618016,253518.407447261,163815.827843768
"Global","Female","85 to 89","Hypertensive heart disease","Number",2019,"Prevalence",684880.844329096,1796087.20038075,1160576.52212562
"Global","Female","90 to 94","Hypertensive heart disease","Number",2019,"Incidence",63998.7107405935,187944.005001745,116457.397482892
"Global","Female","90 to 94","Hypertensive heart disease","Number",2019,"Prevalence",341043.097670014,1001535.88896671,620590.495098231
"Global","Female","95 plus","Hypertensive heart disease","Number",2019,"Incidence",23379.5550453123,93227.7518733103,49749.7874530665
"Global","Female","95 plus","Hypertensive heart disease","Number",2019,"Prevalence",98249.7290452161,391778.258538069,209067.415006297
"Global","Female","All Ages","Hypertensive heart disease","Number",2019,"Incidence",742186.138977991,1377429.60427909,1022969.64403368
"Global","Female","All Ages","Hypertensive heart disease","Number",2019,"Prevalence",7152615.1990761,13274599.7342268,9858589.15956628
"Global","Female","Early Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","Early Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","Late Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","Late Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","Post Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","Post Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Female","Under 5","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Female","Under 5","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","<1 year","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","<1 year","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","<20 years","Hypertensive heart disease","Number",2019,"Incidence",98.7135809717767,469.918348359753,244.059925493396
"Global","Male","<20 years","Hypertensive heart disease","Number",2019,"Prevalence",287.485301060533,1368.55148523785,710.78002101191
"Global","Male","<70 years","Hypertensive heart disease","Number",2019,"Incidence",304670.678213295,660097.842399259,460488.016760147
"Global","Male","<70 years","Hypertensive heart disease","Number",2019,"Prevalence",2589520.50419826,5610441.10872145,3913875.69138893
"Global","Male","0 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","0 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","0 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","0 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","1 to 4","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","1 to 4","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","10 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","10 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","10 to 24","Hypertensive heart disease","Number",2019,"Incidence",1350.91789100806,4256.06596964216,2527.07947715781
"Global","Male","10 to 24","Hypertensive heart disease","Number",2019,"Prevalence",3528.16598703692,11115.4847327336,6599.92433085187
"Global","Male","10 to 54","Hypertensive heart disease","Number",2019,"Incidence",102246.247584565,231740.048972101,158254.639964588
"Global","Male","10 to 54","Hypertensive heart disease","Number",2019,"Prevalence",759934.476894852,1722383.53046205,1176210.96009617
"Global","Male","15-49 years","Hypertensive heart disease","Number",2019,"Incidence",54298.9469713956,129265.475058674,86412.4830164739
"Global","Male","15-49 years","Hypertensive heart disease","Number",2019,"Prevalence",399295.265035635,950572.617010436,635446.859155976
"Global","Male","15 to 19","Hypertensive heart disease","Number",2019,"Incidence",98.7135809717767,469.918348359753,244.059925493396
"Global","Male","15 to 19","Hypertensive heart disease","Number",2019,"Prevalence",287.485301060533,1368.55148523785,710.78002101191
"Global","Male","15 to 39","Hypertensive heart disease","Number",2019,"Incidence",14572.2983265401,38604.5443334581,24383.1907895611
"Global","Male","15 to 39","Hypertensive heart disease","Number",2019,"Prevalence",95049.1098054309,251801.568367335,159041.527069398
"Global","Male","20 plus","Hypertensive heart disease","Number",2019,"Incidence",694928.302761166,1309185.43437028,962764.064891693
"Global","Male","20 plus","Hypertensive heart disease","Number",2019,"Prevalence",6307658.64834954,11883088.9382225,8738724.63692324
"Global","Male","20 to 24","Hypertensive heart disease","Number",2019,"Incidence",1226.77900481641,4004.06839914058,2339.56117375474
"Global","Male","20 to 24","Hypertensive heart disease","Number",2019,"Prevalence",3088.04859504951,10079.0425544482,5889.14430983996
"Global","Male","20 to 54 years","Hypertensive heart disease","Number",2019,"Incidence",101692.882234664,230813.811625253,157557.522963679
"Global","Male","20 to 54 years","Hypertensive heart disease","Number",2019,"Prevalence",758707.036837375,1722048.37970107,1175500.18007516
"Global","Male","25 plus","Hypertensive heart disease","Number",2019,"Incidence",692554.309178586,1304394.49328259,959279.189045146
"Global","Male","25 plus","Hypertensive heart disease","Number",2019,"Prevalence",6304695.15113444,11874606.1182106,8732835.4926134
"Global","Male","25 to 29","Hypertensive heart disease","Number",2019,"Incidence",2719.77919936716,9204.40265002219,5363.47928000111
"Global","Male","25 to 29","Hypertensive heart disease","Number",2019,"Prevalence",12022.2684990663,40686.3174988001,23708.2436722642
"Global","Male","25 to 49","Hypertensive heart disease","Number",2019,"Incidence",51954.6510737228,124369.194485833,82985.5524110835
"Global","Male","25 to 49","Hypertensive heart disease","Number",2019,"Prevalence",393701.338707433,942443.406915736,628846.934825124
"Global","Male","30 to 34","Hypertensive heart disease","Number",2019,"Incidence",4235.20826656018,12546.132072194,7632.59586805308
"Global","Male","30 to 34","Hypertensive heart disease","Number",2019,"Prevalence",27851.8046563517,82506.5493063328,50193.8879408519
"Global","Male","35 to 39","Hypertensive heart disease","Number",2019,"Incidence",4551.97623278872,15135.982639512,8689.20613613795
"Global","Male","35 to 39","Hypertensive heart disease","Number",2019,"Prevalence",41144.1275874318,136810.204850237,78539.4711254302
"Global","Male","40 to 44","Hypertensive heart disease","Number",2019,"Incidence",9592.90600040884,31112.3628171644,18110.8190038856
"Global","Male","40 to 44","Hypertensive heart disease","Number",2019,"Prevalence",75055.0949324551,243423.770098002,141699.422425614
"Global","Male","45 to 49","Hypertensive heart disease","Number",2019,"Incidence",25340.0423980881,66661.1562960435,43476.5650132321
"Global","Male","45 to 49","Hypertensive heart disease","Number",2019,"Prevalence",195081.233743238,513193.32496319,334705.909660963
"Global","Male","5-14 years","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","5-14 years","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","5 to 19","Hypertensive heart disease","Number",2019,"Incidence",98.7135809717767,469.918348359753,244.059925493396
"Global","Male","5 to 19","Hypertensive heart disease","Number",2019,"Prevalence",287.485301060533,1368.55148523785,710.78002101191
"Global","Male","5 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","5 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","50-69 years","Hypertensive heart disease","Number",2019,"Incidence",234400.222870059,562461.477564459,373529.505239473
"Global","Male","50-69 years","Hypertensive heart disease","Number",2019,"Prevalence",2057305.88389895,4936664.7057385,3278428.83223295
"Global","Male","50 to 54","Hypertensive heart disease","Number",2019,"Incidence",41011.6559718187,112360.83801505,71716.9544752587
"Global","Male","50 to 54","Hypertensive heart disease","Number",2019,"Prevalence",309238.330488783,847229.333630683,540764.100940193
"Global","Male","50 to 74 years","Hypertensive heart disease","Number",2019,"Incidence",345052.352462314,778224.762498509,525751.074559798
"Global","Male","50 to 74 years","Hypertensive heart disease","Number",2019,"Prevalence",3192056.0265688,7199304.75891988,4863687.71013355
"Global","Male","55 plus","Hypertensive heart disease","Number",2019,"Incidence",558826.147360975,1123955.60622796,796902.038088885
"Global","Male","55 plus","Hypertensive heart disease","Number",2019,"Prevalence",5303697.79826727,10667218.9593355,7563224.45684808
"Global","Male","55 to 59","Hypertensive heart disease","Number",2019,"Incidence",39632.6815296996,126355.499866902,74926.556511925
"Global","Male","55 to 59","Hypertensive heart disease","Number",2019,"Prevalence",304903.756294867,972083.266913533,576428.029721025
"Global","Male","55 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",524398.335846473,1077824.4800033,760360.657347924
"Global","Male","55 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",5028438.63090351,10335223.9740304,7291073.67714238
"Global","Male","60 to 64","Hypertensive heart disease","Number",2019,"Incidence",48227.4927033961,143356.916001322,88597.9929847685
"Global","Male","60 to 64","Hypertensive heart disease","Number",2019,"Prevalence",418987.803106493,1245447.27350685,769716.117498238
"Global","Male","60 to 79","Hypertensive heart disease","Number",2019,"Incidence",320717.279774763,743579.431776596,492470.060812614
"Global","Male","60 to 79","Hypertensive heart disease","Number",2019,"Prevalence",3303940.46202913,7660149.06681881,5073289.97489449
"Global","Male","60 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",461000.254013012,981292.88692965,675315.447413105
"Global","Male","60 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",4583714.70832809,9756972.14880538,6714645.64742135
"Global","Male","65 to 69","Hypertensive heart disease","Number",2019,"Incidence",79859.0860349244,211591.343861558,131917.242536192
"Global","Male","65 to 69","Hypertensive heart disease","Number",2019,"Prevalence",842388.454355432,2231957.73906775,1391520.5840735
"Global","Male","65 to 74","Hypertensive heart disease","Number",2019,"Incidence",167265.390064455,429542.180802663,275533.615186896
"Global","Male","65 to 74","Hypertensive heart disease","Number",2019,"Prevalence",1807083.23920919,4640640.09394139,2976779.46197409
"Global","Male","65 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",379285.876305398,853384.938371654,577906.267279586
"Global","Male","65 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",3901718.90148383,8778782.31776096,5944929.52992312
"Global","Male","70 to 74","Hypertensive heart disease","Number",2019,"Incidence",84150.3970682629,221052.44014172,142939.127562004
"Global","Male","70 to 74","Hypertensive heart disease","Number",2019,"Prevalence",933265.55371242,2451570.46354746,1585258.87790059
"Global","Male","70 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",278668.968670695,680911.90037817,447005.079341491
"Global","Male","70 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",2838656.27823538,6936096.43784118,4553408.94584962
"Global","Male","70+ years","Hypertensive heart disease","Number",2019,"Incidence",313018.342991381,721365.237387964,484931.315435869
"Global","Male","70+ years","Hypertensive heart disease","Number",2019,"Prevalence",3114850.82777466,7178317.6836625,4825559.72555532
"Global","Male","75 plus","Hypertensive heart disease","Number",2019,"Incidence",212164.697949122,539998.632897075,344297.940631793
"Global","Male","75 plus","Hypertensive heart disease","Number",2019,"Prevalence",1996751.56158476,5082104.25161984,3240300.84765473
"Global","Male","75 to 79","Hypertensive heart disease","Number",2019,"Incidence",65252.1902396831,198289.20630887,118509.548034492
"Global","Male","75 to 79","Hypertensive heart disease","Number",2019,"Prevalence",730542.321145585,2219981.52863383,1326794.39542216
"Global","Male","75 to 84","Hypertensive heart disease","Number",2019,"Incidence",122767.428171041,383967.095258721,227368.700358322
"Global","Male","75 to 84","Hypertensive heart disease","Number",2019,"Prevalence",1271181.58952079,3975744.29753994,2354263.75085492
"Global","Male","75 to 94 years","Hypertensive heart disease","Number",2019,"Incidence",203703.786722752,527964.990593034,335724.225422894
"Global","Male","75 to 94 years","Hypertensive heart disease","Number",2019,"Prevalence",1931984.17241888,5007368.89494013,3184103.25232396
"Global","Male","80 plus","Hypertensive heart disease","Number",2019,"Incidence",143556.526690427,356117.68413151,230474.950344723
"Global","Male","80 plus","Hypertensive heart disease","Number",2019,"Prevalence",1191870.69862197,2956648.80422162,1913506.45223257
"Global","Male","80 to 84","Hypertensive heart disease","Number",2019,"Incidence",57678.8382519744,186042.235082471,109692.128985121
"Global","Male","80 to 84","Hypertensive heart disease","Number",2019,"Prevalence",540268.835231606,1742629.09410195,1027469.35543276
"Global","Male","85 plus","Hypertensive heart disease","Number",2019,"Incidence",74748.4167883382,195394.079486885,124706.146725921
"Global","Male","85 plus","Hypertensive heart disease","Number",2019,"Prevalence",531087.455914115,1388274.81616387,886037.096799815
"Global","Male","85 to 89","Hypertensive heart disease","Number",2019,"Incidence",48354.697121573,129723.142331744,82361.9158185992
"Global","Male","85 to 89","Hypertensive heart disease","Number",2019,"Prevalence",360412.778589838,966894.24106288,613886.317094111
"Global","Male","90 to 94","Hypertensive heart disease","Number",2019,"Incidence",18132.0592494449,54679.7234403068,33036.4964174997
"Global","Male","90 to 94","Hypertensive heart disease","Number",2019,"Prevalence",118525.76268101,357430.771364122,215953.184374934
"Global","Male","95 plus","Hypertensive heart disease","Number",2019,"Incidence",4627.36030314048,19702.2281488274,10177.4896127935
"Global","Male","95 plus","Hypertensive heart disease","Number",2019,"Prevalence",25551.1458777287,108790.859705765,56197.5953307695
"Global","Male","All Ages","Hypertensive heart disease","Number",2019,"Incidence",695601.664694728,1310434.3633482,963679.305736797
"Global","Male","All Ages","Hypertensive heart disease","Number",2019,"Prevalence",6308287.19505454,11884095.0702681,8739435.41694425
"Global","Male","Early Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","Early Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","Late Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","Late Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","Post Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","Post Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Global","Male","Under 5","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Global","Male","Under 5","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","<1 year","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","<1 year","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","<20 years","Hypertensive heart disease","Number",2019,"Incidence",0.545269107834333,3.42947009248081,1.59236953661469
"Sierra Leone","Both","<20 years","Hypertensive heart disease","Number",2019,"Prevalence",1.14845208298657,7.22318945757401,3.35386708128922
"Sierra Leone","Both","<70 years","Hypertensive heart disease","Number",2019,"Incidence",241.458293374895,606.098031440864,398.421127048128
"Sierra Leone","Both","<70 years","Hypertensive heart disease","Number",2019,"Prevalence",2118.1909919019,5316.99024482958,3495.14622380948
"Sierra Leone","Both","0 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","0 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","0 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","0 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","1 to 4","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","1 to 4","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","10 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","10 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","10 to 24","Hypertensive heart disease","Number",2019,"Incidence",2.95961173128628,12.9852464652851,6.8846483332569
"Sierra Leone","Both","10 to 24","Hypertensive heart disease","Number",2019,"Prevalence",6.09693938983099,26.7502185587202,14.1826994279163
"Sierra Leone","Both","10 to 54","Hypertensive heart disease","Number",2019,"Incidence",92.9907792844247,264.035842361644,159.716078822081
"Sierra Leone","Both","10 to 54","Hypertensive heart disease","Number",2019,"Prevalence",702.18335141088,1993.76297423015,1206.03324721548
"Sierra Leone","Both","15-49 years","Hypertensive heart disease","Number",2019,"Incidence",56.6665611970044,177.408608741472,105.37350881641
"Sierra Leone","Both","15-49 years","Hypertensive heart disease","Number",2019,"Prevalence",400.071515005779,1252.52228783595,743.947372544719
"Sierra Leone","Both","15 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.545269107834333,3.42947009248081,1.59236953661469
"Sierra Leone","Both","15 to 19","Hypertensive heart disease","Number",2019,"Prevalence",1.14845208298657,7.22318945757401,3.35386708128922
"Sierra Leone","Both","15 to 39","Hypertensive heart disease","Number",2019,"Incidence",17.6930970112112,68.5814528526017,38.159345690443
"Sierra Leone","Both","15 to 39","Hypertensive heart disease","Number",2019,"Prevalence",92.896503721866,360.082646137968,200.353267531965
"Sierra Leone","Both","20 plus","Hypertensive heart disease","Number",2019,"Incidence",533.134628429332,1187.83343798564,816.106167426152
"Sierra Leone","Both","20 plus","Hypertensive heart disease","Number",2019,"Prevalence",4776.16585155556,10641.3824976196,7311.20846452641
"Sierra Leone","Both","20 to 24","Hypertensive heart disease","Number",2019,"Incidence",2.26605693401242,10.436191270802,5.29875621059569
"Sierra Leone","Both","20 to 24","Hypertensive heart disease","Number",2019,"Prevalence",4.6310397480192,21.3279798347513,10.8288323466271
"Sierra Leone","Both","20 to 54 years","Hypertensive heart disease","Number",2019,"Incidence",91.1899877926695,259.627477961247,156.918408534319
"Sierra Leone","Both","20 to 54 years","Hypertensive heart disease","Number",2019,"Prevalence",698.913014842018,1989.87879864934,1202.67938013419
"Sierra Leone","Both","25 plus","Hypertensive heart disease","Number",2019,"Incidence",525.18109673294,1171.2783604664,804.10297906982
"Sierra Leone","Both","25 plus","Hypertensive heart disease","Number",2019,"Prevalence",4768.07259964409,10633.9323555962,7300.37963217978
"Sierra Leone","Both","25 to 29","Hypertensive heart disease","Number",2019,"Incidence",2.96837552152943,16.9665760764168,7.80170052600222
"Sierra Leone","Both","25 to 29","Hypertensive heart disease","Number",2019,"Prevalence",10.745591216845,61.4194159547375,28.2423446900917
"Sierra Leone","Both","25 to 49","Hypertensive heart disease","Number",2019,"Incidence",50.273345176288,161.73367658612,95.2804367513303
"Sierra Leone","Both","25 to 49","Hypertensive heart disease","Number",2019,"Prevalence",385.049781045948,1238.73827251532,729.764673116803
"Sierra Leone","Both","30 to 34","Hypertensive heart disease","Number",2019,"Incidence",3.94908847837082,18.8431999504244,9.6699142428104
"Sierra Leone","Both","30 to 34","Hypertensive heart disease","Number",2019,"Prevalence",22.5602995582232,107.647179303627,55.2421560608161
"Sierra Leone","Both","35 to 39","Hypertensive heart disease","Number",2019,"Incidence",4.77273315944637,24.7639581107041,11.9948563541516
"Sierra Leone","Both","35 to 39","Hypertensive heart disease","Number",2019,"Prevalence",40.8586134088927,212.000327090703,102.686067353141
"Sierra Leone","Both","40 to 44","Hypertensive heart disease","Number",2019,"Incidence",9.55182568403407,42.5697210152731,21.7413148437448
"Sierra Leone","Both","40 to 44","Hypertensive heart disease","Number",2019,"Prevalence",85.3441356871789,380.354098438535,194.255400529734
"Sierra Leone","Both","45 to 49","Hypertensive heart disease","Number",2019,"Incidence",20.1024892360987,66.4491789261217,39.0093356274595
"Sierra Leone","Both","45 to 49","Hypertensive heart disease","Number",2019,"Prevalence",180.02299792256,595.069608508571,349.33870448302
"Sierra Leone","Both","5-14 years","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","5-14 years","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","5 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.545269107834333,3.42947009248081,1.59236953661469
"Sierra Leone","Both","5 to 19","Hypertensive heart disease","Number",2019,"Prevalence",1.14845208298657,7.22318945757401,3.35386708128922
"Sierra Leone","Both","5 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","5 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","50-69 years","Hypertensive heart disease","Number",2019,"Incidence",161.075578645788,453.757433829246,284.504167471046
"Sierra Leone","Both","50-69 years","Hypertensive heart disease","Number",2019,"Prevalence",1557.62550291007,4387.90384619204,2751.19885126476
"Sierra Leone","Both","50 to 54","Hypertensive heart disease","Number",2019,"Incidence",26.4786893256536,92.1778286868066,52.1678639556212
"Sierra Leone","Both","50 to 54","Hypertensive heart disease","Number",2019,"Prevalence",234.539568796388,816.4810548929,462.085874670764
"Sierra Leone","Both","50 to 74 years","Hypertensive heart disease","Number",2019,"Incidence",241.968858276088,652.204003598497,409.856588798633
"Sierra Leone","Both","50 to 74 years","Hypertensive heart disease","Number",2019,"Prevalence",2372.99822926683,6396.19063662341,4019.4798884523
"Sierra Leone","Both","55 plus","Hypertensive heart disease","Number",2019,"Incidence",398.976914125968,990.493206440376,643.547935535478
"Sierra Leone","Both","55 plus","Hypertensive heart disease","Number",2019,"Prevalence",3787.07155965257,9401.71854393337,6108.52908439221
